time,temperature_2m_c,shortwave_radiation_w_m2,source,pv_kwh_el,heating_kwh_th,heating_kwh_el,balance_kwh_el,deficit_kwh_el,surplus_kwh_el,direct_overlap_kwh_el
2001-01-25 08:00:00,-11.50000000,112.00000000,energyplus_epw,0.60480000,3.54000000,1.18000000,-0.57520000,0.57520000,0.00000000,0.60480000
2001-01-25 09:00:00,-10.00000000,197.00000000,energyplus_epw,1.06380000,3.36000000,1.12000000,-0.05620000,0.05620000,0.00000000,1.06380000
2001-01-25 10:00:00,-8.10000000,265.00000000,energyplus_epw,1.43100000,3.13200000,1.04400000,0.38700000,0.00000000,0.38700000,1.04400000
2001-01-25 11:00:00,-6.50000000,301.00000000,energyplus_epw,1.62540000,2.94000000,0.98000000,0.64540000,0.00000000,0.64540000,0.98000000
2001-01-25 12:00:00,-5.00000000,299.00000000,energyplus_epw,1.61460000,2.76000000,0.92000000,0.69460000,0.00000000,0.69460000,0.92000000
2001-01-25 13:00:00,-2.20000000,260.00000000,energyplus_epw,1.40400000,2.42400000,0.80800000,0.59600000,0.00000000,0.59600000,0.80800000
2001-01-25 14:00:00,-1.10000000,193.00000000,energyplus_epw,1.04220000,2.29200000,0.76400000,0.27820000,0.00000000,0.27820000,0.76400000
2001-01-25 15:00:00,-1.10000000,113.00000000,energyplus_epw,0.61020000,2.29200000,0.76400000,-0.15380000,0.15380000,0.00000000,0.61020000
2001-01-25 16:00:00,-4.70000000,36.00000000,energyplus_epw,0.19440000,2.72400000,0.90800000,-0.71360000,0.71360000,0.00000000,0.19440000
2001-01-25 17:00:00,-7.50000000,0.00000000,energyplus_epw,0.00000000,3.06000000,1.02000000,-1.02000000,1.02000000,0.00000000,0.00000000
2001-01-25 18:00:00,-9.50000000,0.00000000,energyplus_epw,0.00000000,3.30000000,1.10000000,-1.10000000,1.10000000,0.00000000,0.00000000
2001-01-25 19:00:00,-9.60000000,0.00000000,energyplus_epw,0.00000000,3.31200000,1.10400000,-1.10400000,1.10400000,0.00000000,0.00000000
2001-01-25 20:00:00,-9.90000000,0.00000000,energyplus_epw,0.00000000,3.34800000,1.11600000,-1.11600000,1.11600000,0.00000000,0.00000000
2001-01-25 21:00:00,-10.40000000,0.00000000,energyplus_epw,0.00000000,3.40800000,1.13600000,-1.13600000,1.13600000,0.00000000,0.00000000
2001-01-25 22:00:00,-11.10000000,0.00000000,energyplus_epw,0.00000000,3.49200000,1.16400000,-1.16400000,1.16400000,0.00000000,0.00000000
2001-01-25 23:00:00,-12.00000000,0.00000000,energyplus_epw,0.00000000,3.60000000,1.20000000,-1.20000000,1.20000000,0.00000000,0.00000000
2001-01-26 00:00:00,-12.50000000,0.00000000,energyplus_epw,0.00000000,3.66000000,1.22000000,-1.22000000,1.22000000,0.00000000,0.00000000
2001-01-26 01:00:00,-12.90000000,0.00000000,energyplus_epw,0.00000000,3.70800000,1.23600000,-1.23600000,1.23600000,0.00000000,0.00000000
2001-01-26 02:00:00,-13.00000000,0.00000000,energyplus_epw,0.00000000,3.72000000,1.24000000,-1.24000000,1.24000000,0.00000000,0.00000000
2001-01-26 03:00:00,-13.40000000,0.00000000,energyplus_epw,0.00000000,3.76800000,1.25600000,-1.25600000,1.25600000,0.00000000,0.00000000
2001-01-26 04:00:00,-13.60000000,0.00000000,energyplus_epw,0.00000000,3.79200000,1.26400000,-1.26400000,1.26400000,0.00000000,0.00000000
2001-01-26 05:00:00,-13.80000000,0.00000000,energyplus_epw,0.00000000,3.81600000,1.27200000,-1.27200000,1.27200000,0.00000000,0.00000000
2001-01-26 06:00:00,-13.80000000,0.00000000,energyplus_epw,0.00000000,3.81600000,1.27200000,-1.27200000,1.27200000,0.00000000,0.00000000
2001-01-26 07:00:00,-14.00000000,26.00000000,energyplus_epw,0.14040000,3.84000000,1.28000000,-1.13960000,1.13960000,0.00000000,0.14040000
2001-01-26 08:00:00,-13.60000000,113.00000000,energyplus_epw,0.61020000,3.79200000,1.26400000,-0.65380000,0.65380000,0.00000000,0.61020000
2001-01-26 09:00:00,-12.50000000,198.00000000,energyplus_epw,1.06920000,3.66000000,1.22000000,-0.15080000,0.15080000,0.00000000,1.06920000
2001-01-26 10:00:00,-9.40000000,266.00000000,energyplus_epw,1.43640000,3.28800000,1.09600000,0.34040000,0.00000000,0.34040000,1.09600000
2001-01-26 11:00:00,-6.70000000,303.00000000,energyplus_epw,1.63620000,2.96400000,0.98800000,0.64820000,0.00000000,0.64820000,0.98800000
2001-01-26 12:00:00,-4.50000000,301.00000000,energyplus_epw,1.62540000,2.70000000,0.90000000,0.72540000,0.00000000,0.72540000,0.90000000
2001-01-26 13:00:00,-2.20000000,262.00000000,energyplus_epw,1.41480000,2.42400000,0.80800000,0.60680000,0.00000000,0.60680000,0.80800000
2001-01-26 14:00:00,-1.10000000,195.00000000,energyplus_epw,1.05300000,2.29200000,0.76400000,0.28900000,0.00000000,0.28900000,0.76400000
2001-01-26 15:00:00,-1.10000000,115.00000000,energyplus_epw,0.62100000,2.29200000,0.76400000,-0.14300000,0.14300000,0.00000000,0.62100000
2001-01-26 16:00:00,-4.20000000,37.00000000,energyplus_epw,0.19980000,2.66400000,0.88800000,-0.68820000,0.68820000,0.00000000,0.19980000
2001-01-26 17:00:00,-6.50000000,0.00000000,energyplus_epw,0.00000000,2.94000000,0.98000000,-0.98000000,0.98000000,0.00000000,0.00000000
2001-01-26 18:00:00,-8.10000000,0.00000000,energyplus_epw,0.00000000,3.13200000,1.04400000,-1.04400000,1.04400000,0.00000000,0.00000000
2001-01-26 19:00:00,-8.30000000,0.00000000,energyplus_epw,0.00000000,3.15600000,1.05200000,-1.05200000,1.05200000,0.00000000,0.00000000
2001-01-26 20:00:00,-8.50000000,0.00000000,energyplus_epw,0.00000000,3.18000000,1.06000000,-1.06000000,1.06000000,0.00000000,0.00000000
2001-01-26 21:00:00,-8.80000000,0.00000000,energyplus_epw,0.00000000,3.21600000,1.07200000,-1.07200000,1.07200000,0.00000000,0.00000000
2001-01-26 22:00:00,-9.00000000,0.00000000,energyplus_epw,0.00000000,3.24000000,1.08000000,-1.08000000,1.08000000,0.00000000,0.00000000
2001-01-26 23:00:00,-9.10000000,0.00000000,energyplus_epw,0.00000000,3.25200000,1.08400000,-1.08400000,1.08400000,0.00000000,0.00000000
2001-01-27 00:00:00,-9.50000000,0.00000000,energyplus_epw,0.00000000,3.30000000,1.10000000,-1.10000000,1.10000000,0.00000000,0.00000000
2001-01-27 01:00:00,-10.00000000,0.00000000,energyplus_epw,0.00000000,3.36000000,1.12000000,-1.12000000,1.12000000,0.00000000,0.00000000
2001-01-27 02:00:00,-10.50000000,0.00000000,energyplus_epw,0.00000000,3.42000000,1.14000000,-1.14000000,1.14000000,0.00000000,0.00000000
2001-01-27 03:00:00,-11.00000000,0.00000000,energyplus_epw,0.00000000,3.48000000,1.16000000,-1.16000000,1.16000000,0.00000000,0.00000000
2001-01-27 04:00:00,-11.50000000,0.00000000,energyplus_epw,0.00000000,3.54000000,1.18000000,-1.18000000,1.18000000,0.00000000,0.00000000
2001-01-27 05:00:00,-11.90000000,0.00000000,energyplus_epw,0.00000000,3.58800000,1.19600000,-1.19600000,1.19600000,0.00000000,0.00000000
2001-01-27 06:00:00,-11.80000000,0.00000000,energyplus_epw,0.00000000,3.57600000,1.19200000,-1.19200000,1.19200000,0.00000000,0.00000000
2001-01-27 07:00:00,-10.80000000,27.00000000,energyplus_epw,0.14580000,3.45600000,1.15200000,-1.00620000,1.00620000,0.00000000,0.14580000
2001-01-27 08:00:00,-9.80000000,114.00000000,energyplus_epw,0.61560000,3.33600000,1.11200000,-0.49640000,0.49640000,0.00000000,0.61560000
2001-01-27 09:00:00,-8.80000000,200.00000000,energyplus_epw,1.08000000,3.21600000,1.07200000,0.00800000,0.00000000,0.00800000,1.07200000
2001-01-27 10:00:00,-7.90000000,268.00000000,energyplus_epw,1.44720000,3.10800000,1.03600000,0.41120000,0.00000000,0.41120000,1.03600000
2001-01-27 11:00:00,-6.90000000,305.00000000,energyplus_epw,1.64700000,2.98800000,0.99600000,0.65100000,0.00000000,0.65100000,0.99600000
2001-01-27 12:00:00,-5.70000000,303.00000000,energyplus_epw,1.63620000,2.84400000,0.94800000,0.68820000,0.00000000,0.68820000,0.94800000
2001-01-27 13:00:00,-3.10000000,264.00000000,energyplus_epw,1.42560000,2.53200000,0.84400000,0.58160000,0.00000000,0.58160000,0.84400000
2001-01-27 14:00:00,-1.60000000,197.00000000,energyplus_epw,1.06380000,2.35200000,0.78400000,0.27980000,0.00000000,0.27980000,0.78400000
2001-01-27 15:00:00,-1.30000000,117.00000000,energyplus_epw,0.63180000,2.31600000,0.77200000,-0.14020000,0.14020000,0.00000000,0.63180000
2001-01-27 16:00:00,-4.20000000,39.00000000,energyplus_epw,0.21060000,2.66400000,0.88800000,-0.67740000,0.67740000,0.00000000,0.21060000
2001-01-27 17:00:00,-6.40000000,0.00000000,energyplus_epw,0.00000000,2.92800000,0.97600000,-0.97600000,0.97600000,0.00000000,0.00000000
2001-01-27 18:00:00,-8.00000000,0.00000000,energyplus_epw,0.00000000,3.12000000,1.04000000,-1.04000000,1.04000000,0.00000000,0.00000000
2001-01-27 19:00:00,-8.00000000,0.00000000,energyplus_epw,0.00000000,3.12000000,1.04000000,-1.04000000,1.04000000,0.00000000,0.00000000
2001-01-27 20:00:00,-8.10000000,0.00000000,energyplus_epw,0.00000000,3.13200000,1.04400000,-1.04400000,1.04400000,0.00000000,0.00000000
2001-01-27 21:00:00,-8.50000000,0.00000000,energyplus_epw,0.00000000,3.18000000,1.06000000,-1.06000000,1.06000000,0.00000000,0.00000000
2001-01-27 22:00:00,-9.10000000,0.00000000,energyplus_epw,0.00000000,3.25200000,1.08400000,-1.08400000,1.08400000,0.00000000,0.00000000
2001-01-27 23:00:00,-9.80000000,0.00000000,energyplus_epw,0.00000000,3.33600000,1.11200000,-1.11200000,1.11200000,0.00000000,0.00000000
2001-01-28 00:00:00,-10.40000000,0.00000000,energyplus_epw,0.00000000,3.40800000,1.13600000,-1.13600000,1.13600000,0.00000000,0.00000000
2001-01-28 01:00:00,-11.00000000,0.00000000,energyplus_epw,0.00000000,3.48000000,1.16000000,-1.16000000,1.16000000,0.00000000,0.00000000
2001-01-28 02:00:00,-11.50000000,0.00000000,energyplus_epw,0.00000000,3.54000000,1.18000000,-1.18000000,1.18000000,0.00000000,0.00000000
2001-01-28 03:00:00,-12.00000000,0.00000000,energyplus_epw,0.00000000,3.60000000,1.20000000,-1.20000000,1.20000000,0.00000000,0.00000000
2001-01-28 04:00:00,-12.10000000,0.00000000,energyplus_epw,0.00000000,3.61200000,1.20400000,-1.20400000,1.20400000,0.00000000,0.00000000
2001-01-28 05:00:00,-12.10000000,0.00000000,energyplus_epw,0.00000000,3.61200000,1.20400000,-1.20400000,1.20400000,0.00000000,0.00000000
2001-01-28 06:00:00,-12.00000000,0.00000000,energyplus_epw,0.00000000,3.60000000,1.20000000,-1.20000000,1.20000000,0.00000000,0.00000000
2001-01-28 07:00:00,-11.50000000,28.00000000,energyplus_epw,0.15120000,3.54000000,1.18000000,-1.02880000,1.02880000,0.00000000,0.15120000
2001-01-28 08:00:00,-11.00000000,116.00000000,energyplus_epw,0.62640000,3.48000000,1.16000000,-0.53360000,0.53360000,0.00000000,0.62640000
2001-01-28 09:00:00,-10.00000000,202.00000000,energyplus_epw,1.09080000,3.36000000,1.12000000,-0.02920000,0.02920000,0.00000000,1.09080000
2001-01-28 10:00:00,-8.10000000,270.00000000,energyplus_epw,1.45800000,3.13200000,1.04400000,0.41400000,0.00000000,0.41400000,1.04400000
2001-01-28 11:00:00,-6.50000000,307.00000000,energyplus_epw,1.65780000,2.94000000,0.98000000,0.67780000,0.00000000,0.67780000,0.98000000
2001-01-28 12:00:00,-5.00000000,305.00000000,energyplus_epw,1.64700000,2.76000000,0.92000000,0.72700000,0.00000000,0.72700000,0.92000000
2001-01-28 13:00:00,-2.50000000,266.00000000,energyplus_epw,1.43640000,2.46000000,0.82000000,0.61640000,0.00000000,0.61640000,0.82000000
2001-01-28 14:00:00,-1.10000000,199.00000000,energyplus_epw,1.07460000,2.29200000,0.76400000,0.31060000,0.00000000,0.31060000,0.76400000
2001-01-28 15:00:00,-1.00000000,118.00000000,energyplus_epw,0.63720000,2.28000000,0.76000000,-0.12280000,0.12280000,0.00000000,0.63720000
2001-01-28 16:00:00,-4.00000000,40.00000000,energyplus_epw,0.21600000,2.64000000,0.88000000,-0.66400000,0.66400000,0.00000000,0.21600000
2001-01-28 17:00:00,-6.20000000,0.00000000,energyplus_epw,0.00000000,2.90400000,0.96800000,-0.96800000,0.96800000,0.00000000,0.00000000
2001-01-28 18:00:00,-7.40000000,0.00000000,energyplus_epw,0.00000000,3.04800000,1.01600000,-1.01600000,1.01600000,0.00000000,0.00000000
2001-01-28 19:00:00,-5.70000000,0.00000000,energyplus_epw,0.00000000,2.84400000,0.94800000,-0.94800000,0.94800000,0.00000000,0.00000000
2001-01-28 20:00:00,-4.70000000,0.00000000,energyplus_epw,0.00000000,2.72400000,0.90800000,-0.90800000,0.90800000,0.00000000,0.00000000
2001-01-28 21:00:00,-4.20000000,0.00000000,energyplus_epw,0.00000000,2.66400000,0.88800000,-0.88800000,0.88800000,0.00000000,0.00000000
2001-01-28 22:00:00,-4.50000000,0.00000000,energyplus_epw,0.00000000,2.70000000,0.90000000,-0.90000000,0.90000000,0.00000000,0.00000000
2001-01-28 23:00:00,-5.00000000,0.00000000,energyplus_epw,0.00000000,2.76000000,0.92000000,-0.92000000,0.92000000,0.00000000,0.00000000
2001-01-29 00:00:00,-5.50000000,0.00000000,energyplus_epw,0.00000000,2.82000000,0.94000000,-0.94000000,0.94000000,0.00000000,0.00000000
2001-01-29 01:00:00,-6.20000000,0.00000000,energyplus_epw,0.00000000,2.90400000,0.96800000,-0.96800000,0.96800000,0.00000000,0.00000000
2001-01-29 02:00:00,-7.00000000,0.00000000,energyplus_epw,0.00000000,3.00000000,1.00000000,-1.00000000,1.00000000,0.00000000,0.00000000
2001-01-29 03:00:00,-7.40000000,0.00000000,energyplus_epw,0.00000000,3.04800000,1.01600000,-1.01600000,1.01600000,0.00000000,0.00000000
2001-01-29 04:00:00,-7.50000000,0.00000000,energyplus_epw,0.00000000,3.06000000,1.02000000,-1.02000000,1.02000000,0.00000000,0.00000000
2001-01-29 05:00:00,-7.50000000,0.00000000,energyplus_epw,0.00000000,3.06000000,1.02000000,-1.02000000,1.02000000,0.00000000,0.00000000
2001-01-29 06:00:00,-7.40000000,0.00000000,energyplus_epw,0.00000000,3.04800000,1.01600000,-1.01600000,1.01600000,0.00000000,0.00000000
2001-01-29 07:00:00,-6.90000000,29.00000000,energyplus_epw,0.15660000,2.98800000,0.99600000,-0.83940000,0.83940000,0.00000000,0.15660000
2001-01-29 08:00:00,-6.20000000,117.00000000,energyplus_epw,0.63180000,2.90400000,0.96800000,-0.33620000,0.33620000,0.00000000,0.63180000
2001-01-29 09:00:00,-5.20000000,203.00000000,energyplus_epw,1.09620000,2.78400000,0.92800000,0.16820000,0.00000000,0.16820000,0.92800000
2001-01-29 10:00:00,-3.10000000,272.00000000,energyplus_epw,1.46880000,2.53200000,0.84400000,0.62480000,0.00000000,0.62480000,0.84400000
2001-01-29 11:00:00,-1.50000000,309.00000000,energyplus_epw,1.66860000,2.34000000,0.78000000,0.88860000,0.00000000,0.88860000,0.78000000
2001-01-29 12:00:00,-0.60000000,307.00000000,energyplus_epw,1.65780000,2.23200000,0.74400000,0.91380000,0.00000000,0.91380000,0.74400000
2001-01-29 13:00:00,-0.50000000,268.00000000,energyplus_epw,1.44720000,2.22000000,0.74000000,0.70720000,0.00000000,0.70720000,0.74000000
2001-01-29 14:00:00,-0.60000000,201.00000000,energyplus_epw,1.08540000,2.23200000,0.74400000,0.34140000,0.00000000,0.34140000,0.74400000
2001-01-29 15:00:00,-1.00000000,120.00000000,energyplus_epw,0.64800000,2.28000000,0.76000000,-0.11200000,0.11200000,0.00000000,0.64800000
2001-01-29 16:00:00,-2.30000000,42.00000000,energyplus_epw,0.22680000,2.43600000,0.81200000,-0.58520000,0.58520000,0.00000000,0.22680000
2001-01-29 17:00:00,-3.10000000,0.00000000,energyplus_epw,0.00000000,2.53200000,0.84400000,-0.84400000,0.84400000,0.00000000,0.00000000
2001-01-29 18:00:00,-3.00000000,0.00000000,energyplus_epw,0.00000000,2.52000000,0.84000000,-0.84000000,0.84000000,0.00000000,0.00000000
2001-01-29 19:00:00,-0.60000000,0.00000000,energyplus_epw,0.00000000,2.23200000,0.74400000,-0.74400000,0.74400000,0.00000000,0.00000000
2001-01-29 20:00:00,1.00000000,0.00000000,energyplus_epw,0.00000000,2.04000000,0.68000000,-0.68000000,0.68000000,0.00000000,0.00000000
2001-01-29 21:00:00,2.00000000,0.00000000,energyplus_epw,0.00000000,1.92000000,0.64000000,-0.64000000,0.64000000,0.00000000,0.00000000
2001-01-29 22:00:00,1.80000000,0.00000000,energyplus_epw,0.00000000,1.94400000,0.64800000,-0.64800000,0.64800000,0.00000000,0.00000000
2001-01-29 23:00:00,1.50000000,0.00000000,energyplus_epw,0.00000000,1.98000000,0.66000000,-0.66000000,0.66000000,0.00000000,0.00000000
2001-01-30 00:00:00,1.00000000,0.00000000,energyplus_epw,0.00000000,2.04000000,0.68000000,-0.68000000,0.68000000,0.00000000,0.00000000
2001-01-30 01:00:00,-0.30000000,0.00000000,energyplus_epw,0.00000000,2.19600000,0.73200000,-0.73200000,0.73200000,0.00000000,0.00000000
2001-01-30 02:00:00,-1.10000000,0.00000000,energyplus_epw,0.00000000,2.29200000,0.76400000,-0.76400000,0.76400000,0.00000000,0.00000000
2001-01-30 03:00:00,-1.60000000,0.00000000,energyplus_epw,0.00000000,2.35200000,0.78400000,-0.78400000,0.78400000,0.00000000,0.00000000
2001-01-30 04:00:00,-1.00000000,0.00000000,energyplus_epw,0.00000000,2.28000000,0.76000000,-0.76000000,0.76000000,0.00000000,0.00000000
2001-01-30 05:00:00,-0.50000000,0.00000000,energyplus_epw,0.00000000,2.22000000,0.74000000,-0.74000000,0.74000000,0.00000000,0.00000000
2001-01-30 06:00:00,-0.20000000,0.00000000,energyplus_epw,0.00000000,2.18400000,0.72800000,-0.72800000,0.72800000,0.00000000,0.00000000
2001-01-30 07:00:00,0.00000000,30.00000000,energyplus_epw,0.16200000,2.16000000,0.72000000,-0.55800000,0.55800000,0.00000000,0.16200000
2001-01-30 08:00:00,0.10000000,118.00000000,energyplus_epw,0.63720000,2.14800000,0.71600000,-0.07880000,0.07880000,0.00000000,0.63720000
2001-01-30 09:00:00,0.40000000,205.00000000,energyplus_epw,1.10700000,2.11200000,0.70400000,0.40300000,0.00000000,0.40300000,0.70400000
2001-01-30 10:00:00,0.80000000,274.00000000,energyplus_epw,1.47960000,2.06400000,0.68800000,0.79160000,0.00000000,0.79160000,0.68800000
2001-01-30 11:00:00,1.10000000,311.00000000,energyplus_epw,1.67940000,2.02800000,0.67600000,1.00340000,0.00000000,1.00340000,0.67600000
2001-01-30 12:00:00,1.30000000,309.00000000,energyplus_epw,1.66860000,2.00400000,0.66800000,1.00060000,0.00000000,1.00060000,0.66800000
2001-01-30 13:00:00,1.70000000,271.00000000,energyplus_epw,1.46340000,1.95600000,0.65200000,0.81140000,0.00000000,0.81140000,0.65200000
2001-01-30 14:00:00,1.60000000,203.00000000,energyplus_epw,1.09620000,1.96800000,0.65600000,0.44020000,0.00000000,0.44020000,0.65600000
2001-01-30 15:00:00,1.00000000,122.00000000,energyplus_epw,0.65880000,2.04000000,0.68000000,-0.02120000,0.02120000,0.00000000,0.65880000
2001-01-30 16:00:00,-1.10000000,43.00000000,energyplus_epw,0.23220000,2.29200000,0.76400000,-0.53180000,0.53180000,0.00000000,0.23220000
2001-01-30 17:00:00,-2.60000000,0.00000000,energyplus_epw,0.00000000,2.47200000,0.82400000,-0.82400000,0.82400000,0.00000000,0.00000000
2001-01-30 18:00:00,-3.60000000,0.00000000,energyplus_epw,0.00000000,2.59200000,0.86400000,-0.86400000,0.86400000,0.00000000,0.00000000
2001-01-30 19:00:00,-3.10000000,0.00000000,energyplus_epw,0.00000000,2.53200000,0.84400000,-0.84400000,0.84400000,0.00000000,0.00000000
2001-01-30 20:00:00,-2.90000000,0.00000000,energyplus_epw,0.00000000,2.50800000,0.83600000,-0.83600000,0.83600000,0.00000000,0.00000000
2001-01-30 21:00:00,-2.70000000,0.00000000,energyplus_epw,0.00000000,2.48400000,0.82800000,-0.82800000,0.82800000,0.00000000,0.00000000
2001-01-30 22:00:00,-2.70000000,0.00000000,energyplus_epw,0.00000000,2.48400000,0.82800000,-0.82800000,0.82800000,0.00000000,0.00000000
2001-01-30 23:00:00,-3.00000000,0.00000000,energyplus_epw,0.00000000,2.52000000,0.84000000,-0.84000000,0.84000000,0.00000000,0.00000000
2001-01-31 00:00:00,-3.20000000,0.00000000,energyplus_epw,0.00000000,2.54400000,0.84800000,-0.84800000,0.84800000,0.00000000,0.00000000
2001-01-31 01:00:00,-3.20000000,0.00000000,energyplus_epw,0.00000000,2.54400000,0.84800000,-0.84800000,0.84800000,0.00000000,0.00000000
2001-01-31 02:00:00,-3.30000000,0.00000000,energyplus_epw,0.00000000,2.55600000,0.85200000,-0.85200000,0.85200000,0.00000000,0.00000000
2001-01-31 03:00:00,-4.00000000,0.00000000,energyplus_epw,0.00000000,2.64000000,0.88000000,-0.88000000,0.88000000,0.00000000,0.00000000
2001-01-31 04:00:00,-5.50000000,0.00000000,energyplus_epw,0.00000000,2.82000000,0.94000000,-0.94000000,0.94000000,0.00000000,0.00000000
2001-01-31 05:00:00,-6.70000000,0.00000000,energyplus_epw,0.00000000,2.96400000,0.98800000,-0.98800000,0.98800000,0.00000000,0.00000000
2001-01-31 06:00:00,-7.20000000,0.00000000,energyplus_epw,0.00000000,3.02400000,1.00800000,-1.00800000,1.00800000,0.00000000,0.00000000
2001-01-31 07:00:00,-6.50000000,32.00000000,energyplus_epw,0.17280000,2.94000000,0.98000000,-0.80720000,0.80720000,0.00000000,0.17280000
2001-01-31 08:00:00,-5.70000000,120.00000000,energyplus_epw,0.64800000,2.84400000,0.94800000,-0.30000000,0.30000000,0.00000000,0.64800000
2001-01-31 09:00:00,-4.70000000,207.00000000,energyplus_epw,1.11780000,2.72400000,0.90800000,0.20980000,0.00000000,0.20980000,0.90800000
2001-01-31 10:00:00,-2.50000000,276.00000000,energyplus_epw,1.49040000,2.46000000,0.82000000,0.67040000,0.00000000,0.67040000,0.82000000
2001-01-31 11:00:00,-0.90000000,313.00000000,energyplus_epw,1.69020000,2.26800000,0.75600000,0.93420000,0.00000000,0.93420000,0.75600000
2001-01-31 12:00:00,0.20000000,312.00000000,energyplus_epw,1.68480000,2.13600000,0.71200000,0.97280000,0.00000000,0.97280000,0.71200000
2001-01-31 13:00:00,0.50000000,273.00000000,energyplus_epw,1.47420000,2.10000000,0.70000000,0.77420000,0.00000000,0.77420000,0.70000000
2001-01-31 14:00:00,0.50000000,205.00000000,energyplus_epw,1.10700000,2.10000000,0.70000000,0.40700000,0.00000000,0.40700000,0.70000000
2001-01-31 15:00:00,0.40000000,124.00000000,energyplus_epw,0.66960000,2.11200000,0.70400000,-0.03440000,0.03440000,0.00000000,0.66960000
2001-01-31 16:00:00,-0.10000000,45.00000000,energyplus_epw,0.24300000,2.17200000,0.72400000,-0.48100000,0.48100000,0.00000000,0.24300000
2001-01-31 17:00:00,-0.80000000,0.00000000,energyplus_epw,0.00000000,2.25600000,0.75200000,-0.75200000,0.75200000,0.00000000,0.00000000
2001-01-31 18:00:00,-1.60000000,0.00000000,energyplus_epw,0.00000000,2.35200000,0.78400000,-0.78400000,0.78400000,0.00000000,0.00000000
2001-01-31 19:00:00,-2.70000000,0.00000000,energyplus_epw,0.00000000,2.48400000,0.82800000,-0.82800000,0.82800000,0.00000000,0.00000000
2001-01-31 20:00:00,-3.60000000,0.00000000,energyplus_epw,0.00000000,2.59200000,0.86400000,-0.86400000,0.86400000,0.00000000,0.00000000
2001-01-31 21:00:00,-4.40000000,0.00000000,energyplus_epw,0.00000000,2.68800000,0.89600000,-0.89600000,0.89600000,0.00000000,0.00000000
2001-01-31 22:00:00,-4.70000000,0.00000000,energyplus_epw,0.00000000,2.72400000,0.90800000,-0.90800000,0.90800000,0.00000000,0.00000000
2001-01-31 23:00:00,-5.00000000,0.00000000,energyplus_epw,0.00000000,2.76000000,0.92000000,-0.92000000,0.92000000,0.00000000,0.00000000
2001-02-01 00:00:00,-5.40000000,0.00000000,energyplus_epw,0.00000000,2.80800000,0.93600000,-0.93600000,0.93600000,0.00000000,0.00000000
2001-02-01 01:00:00,-5.70000000,0.00000000,energyplus_epw,0.00000000,2.84400000,0.94800000,-0.94800000,0.94800000,0.00000000,0.00000000
2001-02-01 02:00:00,-6.00000000,0.00000000,energyplus_epw,0.00000000,2.88000000,0.96000000,-0.96000000,0.96000000,0.00000000,0.00000000
2001-02-01 03:00:00,0.60000000,0.00000000,energyplus_epw,0.00000000,2.08800000,0.69600000,-0.69600000,0.69600000,0.00000000,0.00000000
2001-02-01 04:00:00,0.70000000,0.00000000,energyplus_epw,0.00000000,2.07600000,0.69200000,-0.69200000,0.69200000,0.00000000,0.00000000
2001-02-01 05:00:00,0.70000000,0.00000000,energyplus_epw,0.00000000,2.07600000,0.69200000,-0.69200000,0.69200000,0.00000000,0.00000000
2001-02-01 06:00:00,0.80000000,0.00000000,energyplus_epw,0.00000000,2.06400000,0.68800000,-0.68800000,0.68800000,0.00000000,0.00000000
2001-02-01 07:00:00,0.40000000,40.00000000,energyplus_epw,0.21600000,2.11200000,0.70400000,-0.48800000,0.48800000,0.00000000,0.21600000
2001-02-01 08:00:00,0.40000000,147.00000000,energyplus_epw,0.79380000,2.11200000,0.70400000,0.08980000,0.00000000,0.08980000,0.70400000
2001-02-01 09:00:00,0.60000000,252.00000000,energyplus_epw,1.36080000,2.08800000,0.69600000,0.66480000,0.00000000,0.66480000,0.69600000
2001-02-01 10:00:00,1.30000000,335.00000000,energyplus_epw,1.80900000,2.00400000,0.66800000,1.14100000,0.00000000,1.14100000,0.66800000
2001-02-01 11:00:00,2.00000000,380.00000000,energyplus_epw,2.05200000,1.92000000,0.64000000,1.41200000,0.00000000,1.41200000,0.64000000
2001-02-01 12:00:00,2.60000000,379.00000000,energyplus_epw,2.04660000,1.84800000,0.61600000,1.43060000,0.00000000,1.43060000,0.61600000
2001-02-01 13:00:00,3.10000000,332.00000000,energyplus_epw,1.79280000,1.78800000,0.59600000,1.19680000,0.00000000,1.19680000,0.59600000
2001-02-01 14:00:00,3.30000000,250.00000000,energyplus_epw,1.35000000,1.76400000,0.58800000,0.76200000,0.00000000,0.76200000,0.58800000
2001-02-01 15:00:00,3.30000000,152.00000000,energyplus_epw,0.82080000,1.76400000,0.58800000,0.23280000,0.00000000,0.23280000,0.58800000
2001-02-01 16:00:00,2.50000000,56.00000000,energyplus_epw,0.30240000,1.86000000,0.62000000,-0.31760000,0.31760000,0.00000000,0.30240000
2001-02-01 17:00:00,1.80000000,0.00000000,energyplus_epw,0.00000000,1.94400000,0.64800000,-0.64800000,0.64800000,0.00000000,0.00000000
2001-02-01 18:00:00,1.10000000,0.00000000,energyplus_epw,0.00000000,2.02800000,0.67600000,-0.67600000,0.67600000,0.00000000,0.00000000
2001-02-01 19:00:00,0.60000000,0.00000000,energyplus_epw,0.00000000,2.08800000,0.69600000,-0.69600000,0.69600000,0.00000000,0.00000000
2001-02-01 20:00:00,0.20000000,0.00000000,energyplus_epw,0.00000000,2.13600000,0.71200000,-0.71200000,0.71200000,0.00000000,0.00000000
